Column1,FormNumber,Question,Cluster,Topic_Keywords,Topic_Headline
39,2, I was able to download the course material when required,34,"required, hours, work, download, able",Topic: Required Hours Work
83,3, The instructor promoted an atmosphere conductive to work and learning,34,"required, hours, work, download, able",Topic: Required Hours Work
141,5,How many credit hours did you complete this semester?,34,"required, hours, work, download, able",Topic: Required Hours Work
146,5,"On average, how many hours per week did you typically spend in working at a paying job this semester?",34,"required, hours, work, download, able",Topic: Required Hours Work
147,5,"On average, how many hours per week did you typically spend on work for this course beyond its regularly scheduled class meetings?",34,"required, hours, work, download, able",Topic: Required Hours Work
189,6,The instructor promoted an atmosphere conducive to work and learning.,34,"required, hours, work, download, able",Topic: Required Hours Work
416,15,"The instructor required that students follow safety procedures (goggles, aprons, etc).",34,"required, hours, work, download, able",Topic: Required Hours Work
439,17,"The instructor required that students follow lab safety procedures, including the appropriate use of goggles, gloves, and lab coats.",34,"required, hours, work, download, able",Topic: Required Hours Work
566,22,The work in the course was more than required for my other courses.,34,"required, hours, work, download, able",Topic: Required Hours Work
590,24,The reading and preparation required was extensive.,34,"required, hours, work, download, able",Topic: Required Hours Work
740,46,Amount of work required was consistent with the credit hours earned.,34,"required, hours, work, download, able",Topic: Required Hours Work
746,46,Required readings/textbook were valuable.,34,"required, hours, work, download, able",Topic: Required Hours Work
1233,713,"I exceeded the duty hour limit during my clerkship (80 hours/ week on average over a 4-week period, 24 hours off every 2 weeks).",34,"required, hours, work, download, able",Topic: Required Hours Work
1621,992,"The discussion class required at least 3,000 words (or 12 pages) of formal writing.",34,"required, hours, work, download, able",Topic: Required Hours Work
224,7,What is your cumulative G.P.A.?,35,"cumulative, gpa, weather, ways, way",Topic: Cumulative Gpa Weather
231,8,My cumulative GPA is:,35,"cumulative, gpa, weather, ways, way",Topic: Cumulative Gpa Weather
15,1,The instructor or the TA answered questions in a timely manner,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
77,3, My work was evaluated in a constructive manner,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
81,3, The instructor evaluated my work in a meaningful and conscientious manner,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
121,4, The instructor graded rigorously,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
156,5,"The instructor evaluated exams, quizzes, papers or creative activities in a timely manner.",36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
182,6,My work was evaluated in a constructive manner.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
187,6,The instructor evaluated my work in a meaningful and conscientious manner.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
293,10,The instructor graded rigorously.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
316,11,The instructor graded fairly.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
382,14,Exams and assignments were returned in a timely manner.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
433,17,Graded assignments were returned in a timely manner.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
434,17,Lab reports were graded in such a way that it was easy for the student to see his/her mistakes.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
454,18,"Exams, quizzes, assignments, and projects were graded and returned in a timely manner.",36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
647,35,The instructor responded to me in a timely manner.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
829,108,Assignments were graded in a timely manner.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
919,222,Laboratory Reports were graded in such a way that it was easy for the student to see their mistakes.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
1626,992,The instructor evaluated written work in a timely manner.,36,"manner, timely, evaluated, graded, instructor",Topic: Manner Timely Evaluated
803,70,Please list the aspects of this course that helped to facilitate your learning,37,"aspects, helped, facilitate, list, believe",Topic: Aspects Helped Facilitate
1160,709,Please list the aspects of this clerkship that you believe helped to facilitate your learning. ,37,"aspects, helped, facilitate, list, believe",Topic: Aspects Helped Facilitate
1220,712,Please list the aspects of LIC (as a whole) that you believe helped to facilitate your learning.,37,"aspects, helped, facilitate, list, believe",Topic: Aspects Helped Facilitate
1240,713,Please list the aspects of this clerkship that you believe helped to facilitate your learning.,37,"aspects, helped, facilitate, list, believe",Topic: Aspects Helped Facilitate
1324,718,Please list the aspects of this course that you believe helped to facilitate your learning.,37,"aspects, helped, facilitate, list, believe",Topic: Aspects Helped Facilitate
19,1,The instructor or the TA provided timely feedback about my progress during the semester,38,"opportunities, provided, timely, feedback, formative",Topic: Opportunities Provided Timely
227,8,I was provided feedback throughout the laboratory on my performance and/or understanding.,38,"opportunities, provided, timely, feedback, formative",Topic: Opportunities Provided Timely
576,23,The instructor or TA provided timely feedback and was available to discuss my progress,38,"opportunities, provided, timely, feedback, formative",Topic: Opportunities Provided Timely
638,35,The clinical experience provided me with opportunities to develop clinical reasoning.,38,"opportunities, provided, timely, feedback, formative",Topic: Opportunities Provided Timely
639,35,The clinical experience provided me with opportunities to develop the systematic plan of care for the assigned patient/population.,38,"opportunities, provided, timely, feedback, formative",Topic: Opportunities Provided Timely
640,35,The clinical experience provided opportunities to collaborate with the healthcare team.,38,"opportunities, provided, timely, feedback, formative",Topic: Opportunities Provided Timely
1321,718,Opportunities for quality and timely formative feedback were provided.,38,"opportunities, provided, timely, feedback, formative",Topic: Opportunities Provided Timely
3,1,Grading practices for this course were clear,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
18,1,The instructor or the TA presented this course material in a clear and organized manner,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
109,4, Course assignments were clear and explicit,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
122,4, The instructor presented material in an understandable way,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
160,5,The instructor presented course material in a clear and understandable manner.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
235,8,The grading practices were clear.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
240,8,The instructor presented the material in a clear and understandable way.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
275,9,"The instructor presented the course in a clear, logical and organized manner.",39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
287,10,Course assignments were clear and explicit.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
294,10,The instructor presented material in an understandable way.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
310,11,Foundation module assignments were clear and explicit.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
393,14,The instructor presented the course material in a clear and organized manner.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
462,18,The instructor presented the course in a clear and logical manner.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
559,22,The importance of the subject was emphasized. The goals were made clear.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
561,22,The instructor presents the material in a clear and understandable way.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
562,22,The instructor was knowledgeable in the material presented in the course.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
574,23,Grading criteria for this course was clear,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
599,33,The instructor presented the course material in a clear and logical manner.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
642,35,The grading policies were clear.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
715,44,The conductor's technique is clear.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
751,47,The instructor presented the material in a well organized manner.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
766,52,The instructor treated the students in an appropriate manner in the classroom.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
787,64,The facilitator presented the material in a clear manner.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
845,108,The instructor presented the content in a clear manner.,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
974,521,The instructor treated the students in an appropriate manner in the classroom,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
993,522,The instructor treated the students in an appropriate manner,39,"clear, presented, manner, material, instructor",Topic: Clear Presented Manner
51,2, The instructor was enthusiastic in encouraging students to focus on the subject material ,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
52,2, The instructor was receptive to questions and alternate points of view of the subject material ,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
87,3, The instructor was knowledgeable about the subject matter,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
125,4, The instructor was open to alternate points of view of the subject matter,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
161,5,The instructor seemed well informed and up-to-date on course material and subject matter.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
193,6,The instructor was knowledgeable about the subject matter.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
249,8,The laboratory enriched my understanding of the subject matter.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
255,8,The teaching assistant was receptive to questions.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
297,10,The instructor was open to alternate points of view of the subject matter.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
339,12,Instructor presentation of material,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
340,12,Intructor response to student questions,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
364,13,Instructor response to student questions,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
398,14,The instructor was receptive to students' questions.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
418,15,The instructor was receptive to questions.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
460,18,The instructor inspired confidence through his/her knowledge of the subject.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
497,19,The instructor is willing to answer questions or clarify concepts during class.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
498,19,The instructor made the subject intellectually stimulating.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
511,20,The instructor has a good command of the subject.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
535,21,The assistant is willing to answer questions or clarify concepts during class.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
591,24,The subject matter of the course was difficult.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
768,52,The instructor was enthusiastic in encouraging students to focus on the subject material.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
769,52,The instructor was receptive to questions and alternate points of view of the subject material.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
784,64,The facilitator is approachable and receptive to questions.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
842,108,The instructor demonstrated appropriate expertise in the subject matter.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
850,108,The pace of this class was appropriate given the subject matter.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
930,222,The TA was receptive to questions and provided sufficient aid and/or clarification when needed.,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
976,521,The instructor was enthusiastic in encouraging students to focus on the subject material,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
977,521,The instructor was receptive to questions and alternate points of view of the subject material,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
1013,523,The instructor was enthusiastic in encouraging students to focus on the study abroad experience's subject material,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
1014,523,The instructor was receptive to questions and alternate points of view of the subject matter covered by the study abroad experience,40,"subject, questions, receptive, instructor, matter",Topic: Subject Questions Receptive
16,1,The instructor or the TA encouraged critical thinking,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
17,1,The instructor or the TA encouraged student participation,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
149,5,The assignments in this course encouraged the development and analysis of concepts and ideas.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
150,5,"The instructor (studio, lecture course, or seminar) facilitated and encouraged independent thinking.",41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
153,5,The instructor encouraged my self-evaluation and improvement.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
154,5,The instructor encouraged participation in class.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
155,5,The instructor encouraged questions and student interpretation of subject matter.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
162,5,The instructor stimulated critical and/or creative thinking.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
215,7,"The instructor encouraged interaction with the class, listened to and responded to questions from the students.",41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
272,9,The instructor encouraged critical thinking and evaluation of ideas and evidence.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
273,9,"The instructor encouraged student participation, questions, and discussion as the class size allowed.",41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
553,22,"Instructor encourages student participation, welcomes questions and discussions.",41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
754,47,The instructor was concerned with the students’ ability to understand the material and encouraged,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
809,70,The instructor encouraged student participation and questions in class.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
820,105,The instructor encouraged self-evaluation and continual improvement.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
821,105,The instructor facilitated and encouraged critical thinking.,41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
905,207,"The instructors/speakers encouraged interaction with the class, listened to and responded to questions from the students.",41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
1625,992,"The instructor encouraged student participation, questions, and discussion.",41,"encouraged, participation, questions, instructor, thinking",Topic: Encouraged Participation Questions
1230,713,Clerkship directors and TJFFCOM staff show respectful interactions with students.,42,"respectful, interactions, showed, students, faculty",Topic: Respectful Interactions Showed
1243,713,Preceptors and residents show respectful interactions with students.,42,"respectful, interactions, showed, students, faculty",Topic: Respectful Interactions Showed
1258,714,This faculty member showed respectful interactions with students.,42,"respectful, interactions, showed, students, faculty",Topic: Respectful Interactions Showed
1529,728,Faculty show respectful interactions with students.,42,"respectful, interactions, showed, students, faculty",Topic: Respectful Interactions Showed
1539,728,Preceptors show respectful interactions with students.,42,"respectful, interactions, showed, students, faculty",Topic: Respectful Interactions Showed
95,3, The progression of this course was logical and coherent from beginning to end,43,"syllabus, beginning, expectations, semester, reviewed",Topic: Syllabus Beginning Expectations
199,6,The progression of this course was logical and coherent from beginning to end.,43,"syllabus, beginning, expectations, semester, reviewed",Topic: Syllabus Beginning Expectations
276,9,The instructor provided a syllabus and reviewed course expectations at the beginning of the semester.,43,"syllabus, beginning, expectations, semester, reviewed",Topic: Syllabus Beginning Expectations
597,33,"The course syllabus, policies and expectations were clearly communicated and followed.",43,"syllabus, beginning, expectations, semester, reviewed",Topic: Syllabus Beginning Expectations
644,35,The instructor evaluated my performance as published in the syllabus.,43,"syllabus, beginning, expectations, semester, reviewed",Topic: Syllabus Beginning Expectations
917,222,I read all the emails sent by the instructor and the class syllabus carefully.,43,"syllabus, beginning, expectations, semester, reviewed",Topic: Syllabus Beginning Expectations
1628,992,The instructor made course expectations clear at the beginning of the semester.,43,"syllabus, beginning, expectations, semester, reviewed",Topic: Syllabus Beginning Expectations
4,1,Grading practices for this course were consistently followed,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
45,2, The grading system seemed fair,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
80,3, The grading procedures for the course were fair,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
86,3, The instructor was fair to students,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
167,5,The instructor was fair and objective in evaluating my work.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
186,6,The grading procedures for the course were fair.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
192,6,The instructor was fair to students.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
236,8,The grading practices were consistently followed.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
237,8,The grading was fair.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
271,9,"The grading practices were clear, consistently followed and fair.",44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
334,12,Fairness of grading,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
410,15,Grading standards were clear and consistent.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
557,22,The examinations were a fair test of the material covered.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
742,46,Examinations were a fair and accurate representation of material assigned.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
743,46,"Grading seems fair, accurate and consistent.",44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
761,52,The grading system seemed fair.,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
969,521,The grading system seemed fair,44,"fair, grading, accurate, consistent, fairness",Topic: Fair Grading Accurate
799,70,Learning spaces were appropriate for course activities.,45,"spaces, activities, appropriate, learning, course",Topic: Spaces Activities Appropriate
1064,703,Learning spaces were appropriate for course activities. ,45,"spaces, activities, appropriate, learning, course",Topic: Spaces Activities Appropriate
49,2, The instructor stimulated my mental curiosity,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
750,47,The instructor made the material relevant by discussing applications.,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
765,52,The instructor stimulated my mental curiosity.,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
973,521,The instructor stimulated my mental curiosity,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
1019,523,The study abroad experience stimulated my mental curiosity,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
1155,709,I was observed performing the relevant portions of the physical or mental status exam during this clerkship.,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
1156,709,I was observed taking the relevant portions of the patient history during this clerkship,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
1236,713,I was observed taking the relevant portions of the patient history during this clerkship.,46,"mental, relevant, portions, curiosity, observed",Topic: Mental Relevant Portions
96,3, This course improved my understanding of concepts and principles in this field,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
200,6,This course improved my understanding of concepts and principles in this field.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
380,14,Course assignments usually were returned to students within:,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
383,14,Exams reflected materials covered in lectures and/or course assignments.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
384,14,Expectations for course assignments and/or exams were clearly presented.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
437,17,The grading of exams and lab reports was done fairly.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
451,18,Exams and quizzes emphasized thorough understanding of the course material.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
452,18,Exams and quizzes were fair.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
453,18,"Exams, quizzes, assignments, and projects supported the course objectives.",47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
478,19,How could the course content or structure be improved?,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
479,19,How could the exams (and/or assignments) be improved?,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
480,19,How could the instructor’s teaching or presentation be improved?,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
484,19,I found the outside assignments (if any) very useful.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
485,19,I found the reading assignments (textbook and others) very useful.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
493,19,The exams (and assignments if any) were returned promptly.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
494,19,The exams were representative of the material covered by the instructor and the reading assignments.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
509,20,The exams and assignments were fairly graded.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
510,20,The exams and assignments were returned promptly.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
523,21,Exams (and assignments if any) were returned promptly.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
524,21,Exams were representative of the material covered by the instructor and the reading assignments.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
594,33,Exams and quizzes reflected material covered in lectures and assignments.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
923,222,"Quizzes, Laboratory Reports, and Pre-Laboratory Assignments were returned promptly.",47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
1617,992,My oral communication skills improved because of this discussion class.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
1618,992,My understanding of the assigned books improved because of this discussion class.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
1619,992,My writing improved because of this discussion class.,47,"exams, assignments, improved, quizzes, discussion",Topic: Exams Assignments Improved
262,9,"Compared to other courses at the same level, the amount of work I did was:",48,"courses, did, houston, university, stem",Topic: Courses Did Houston
455,18,How did the workload in this course compare with other science and engineering courses at the University of Houston?,48,"courses, did, houston, university, stem",Topic: Courses Did Houston
456,18,How difficult did you find this course in comparison to other science and engineering courses at the University of Houston?,48,"courses, did, houston, university, stem",Topic: Courses Did Houston
595,33,How did the workload in this course compare with other STEM courses at the University of Houston?,48,"courses, did, houston, university, stem",Topic: Courses Did Houston
596,33,How difficult did you find this course in comparison to other STEM courses at the University of Houston?,48,"courses, did, houston, university, stem",Topic: Courses Did Houston
46,2, The instructor generally was available to consult with and assist students,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
123,4, The instructor was available to help students outside of class,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
166,5,"The instructor was available outside of class during posted office hours, online or by appointment.",49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
221,7,The teaching assistant was available and helpful to the students.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
243,8,The instructor was available for consultation.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
254,8,The teaching assistant was available for assistance to students.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
295,10,The instructor was available to help students outside of class.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
495,19,The instructor is accessible to students during office hours outside of class.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
533,21,The assistant is accessible to students during office hours outside of the class.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
575,23,Technical assistance was available when I needed it,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
753,47,"The instructor was available (in class, in the office, via E-mail,etc.) for individual consultation.",49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
762,52,The instructor generally was available to consult with and assist students.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
847,108,"The instructor was available for assistance (e.g., email, office hours, appointments).",49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
970,521,The instructor generally was available to consult with and assist students,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
1631,992,The instructor was available for individual assistance.,49,"available, students, assistant, assistance, outside",Topic: Available Students Assistant
801,70,Please list any comments you have for this instructor.,50,"list, comments, instructor, weather, ways",Topic: List Comments Instructor
1066,703,Please list any comments you have for this instructor. ,50,"list, comments, instructor, weather, ways",Topic: List Comments Instructor
152,5,"The instructor did a satisfactory job to explain expectations for the type of learning environment I was in (studio, lecture course, or seminar).",51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
264,9,How often did the instructor come more than ten minutes late?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
265,9,How often did the instructor either cancel or not show up to teach?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
266,9,How often did you miss class?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
307,10,What did you like best about this course?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
328,11,What did you like best about this content module?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
400,14,The number of times that the instructor cancelled class or did not show up to teach was:,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
450,18,Did you feel that the instructional support by the teaching assistants was adequate in this course?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
475,18,"You may state what the instructor did particularly well, what the instructor should do to improve, or how the course met or did not meet your expectations, or you may expand on your responses to the other items in this form. Comments about teaching assist",51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
477,19,"Did you take one of the field trips? If so, was it worth it and why? If not, why did you choose not to go? Any suggestions to improve the field trips?",51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
505,19,What did you like most about the instructor?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
609,33,Why did you take this course?,51,"did, teach, miss, cancel, like",Topic: Did Teach Miss
1,1,Audio used in this course was effective in learning the course material,52,"used, course, material, learning, effective",Topic: Used Course Material
10,1,Images used in this course made learning the course material easier,52,"used, course, material, learning, effective",Topic: Used Course Material
21,1,The online course delivery method was condusive to learning the material,52,"used, course, material, learning, effective",Topic: Used Course Material
31,1,Video used in this course was effective in learning the course material,52,"used, course, material, learning, effective",Topic: Used Course Material
35,2, Audio used in this course was effective in learning the course material,52,"used, course, material, learning, effective",Topic: Used Course Material
42,2, Images used in this course made learning the course material easier,52,"used, course, material, learning, effective",Topic: Used Course Material
53,2, The online course delivery method was condusive to learning the material,52,"used, course, material, learning, effective",Topic: Used Course Material
62,2, Video used in this course was effective in learning the course material,52,"used, course, material, learning, effective",Topic: Used Course Material
163,5,The instructor used academic sources and knowledge effectively to reinforce subject matter in course.,52,"used, course, material, learning, effective",Topic: Used Course Material
164,5,The instructor used critiques effectively to evaluate my work.,52,"used, course, material, learning, effective",Topic: Used Course Material
165,5,The instructor used professional experiences and knowledge effectively to reinforce subject matter presented in course.,52,"used, course, material, learning, effective",Topic: Used Course Material
173,5,"The texts, references and other readings used in this course were appropriate and useful.",52,"used, course, material, learning, effective",Topic: Used Course Material
256,8,The textbook/course packets were used effectively in this course.,52,"used, course, material, learning, effective",Topic: Used Course Material
404,14,The text(s) used in this course was helpful,52,"used, course, material, learning, effective",Topic: Used Course Material
578,23,The technology used to deliver this course was helpful [beneficial] to learning the material,52,"used, course, material, learning, effective",Topic: Used Course Material
806,70,The amount and quality of formal formative feedback were sufficient.,53,"formative, sufficient, feedback, formal, quality",Topic: Formative Sufficient Feedback
1161,709,The amount and quality of formative feedback was sufficient in this clerkship.,53,"formative, sufficient, feedback, formal, quality",Topic: Formative Sufficient Feedback
1244,713,The amount of formative feedback was sufficient in this clerkship.,53,"formative, sufficient, feedback, formal, quality",Topic: Formative Sufficient Feedback
1247,713,The quality of formative feedback was sufficient in this clerkship.,53,"formative, sufficient, feedback, formal, quality",Topic: Formative Sufficient Feedback
1540,728,The amount of formative feedback was sufficient in this course.,53,"formative, sufficient, feedback, formal, quality",Topic: Formative Sufficient Feedback
